bnfcode	bnf
2139	04080400
2140	72071900
2141	71315400
2142	71094400
2143	71094500
2144	71091900
2145	71335100
2146	71420402
2147	71252200
2148	13100000
2149	71760000
2150	71252000
2151	74134000
2152	71541300
2153	71252100
2154	72170100
2155	02140000
2156	72215900
2157	71251500
2158	02025000
2159	71770000
2160	71020000
2161	71260900
2162	71780000
2163	13060106
2164	74100300
2165	07040600
2166	71091600
2167	71332700
2168	71315500
2169	72211100
2170	54100100
2171	71251900
2172	71280300
2173	71336200
2174	72072200
2175	09040101
2176	75210500
2177	71327600
2178	71334500
2179	75212500
2180	12020301
2181	07040501
2182	71092200
2183	72072300
2184	71316900
2185	11010100
2186	72190800
2187	71327200
2188	72150700
2189	71326900
2190	72216000
2191	71334400
2192	09010402
2193	64040000
2194	71320400
2195	15010251
2196	62061600
2197	71120000
2198	75100000
2199	74020000
2200	71380500
2201	13060300
2202	71010000
2203	04130000
2204	71252300
2205	74111300
2206	75140000
2207	72010000
2208	71325400
2209	71325100
2210	71490300
2211	54110000
2212	72060000
2213	75060600
2214	71070000
2215	12500100
2216	71094600
2217	71380600
2218	71330600
2219	72162009
2220	71270400
2221	74134300
2222	72162006
2223	72215800
2224	71317400
2225	71327000
2226	71315800
2227	71335200
2228	71490400
2229	71390000
2230	72162004
2231	71256300
2232	75060200
2233	71322800
2234	71323800
2235	71350400
2236	03090000
2237	72162001
2238	72161200
2239	71334900
2240	71316300
2241	71315600
2242	71080000
2243	71316800
2244	75191800
2245	54100200
2246	04105201
2247	71328500
2248	71316500
2249	71327700
2250	71260300
2251	71312800
2252	72212100
2253	71316600
2254	71327900
2255	71334100
2256	71315900
2257	71254600
2258	75191700
2259	71335500
2260	71254700
2261	09100000
2262	71327100
2263	10030000
2264	72140200
2265	71492700
2266	66060000
2267	64050000
2268	71327400
2269	72162010
2270	71315700
2271	75212600
2272	75010000
2273	71253500
2274	71254500
2275	71316000
2276	14050203
2277	75152200
2278	71330800
2279	74133100
2280	71316100
2281	71253100
2282	71252600
2283	71252900
2284	71252500
2285	71254400
2286	71253000
2287	71335700
2288	64190000
2289	71253900
2290	11030200
2291	74050000
2292	75213900
2293	72080000
2294	74131700
2295	71254300
2296	71290100
2297	71252400
2298	71591200
2299	71256200
2300	71253800
2301	74100000
2302	64050100
2303	71327500
2304	71680000
2305	71350600
2306	71253600
2307	06040000
2308	71335800
2309	72042500
2310	71326800
2311	18020000
2312	71380000
2313	09020250
2314	71314800
2315	71316700
2316	71253700
2317	71326600
2318	71440000
2319	71290300
2320	71800100
2321	74135100
2322	75213300
2323	07040351
2324	13050101
2325	75060300
2326	72216200
2327	71335300
2328	71810100
2329	71328700
2330	71810300
2331	72216400
2332	71710000
2333	06050201
2334	71830100
2335	01500000
2336	02030100
2337	02055000
2338	57070400
2339	01055000
2340	71750000
2341	72162005
2342	72071700
2343	57040102
2344	65020000
2345	08015200
2346	08020500
2347	71810200
2348	08010553
2349	72216300
2350	71541400
2351	14010000
2352	71520000
2353	71800200
2354	75160400
2355	71333400
2356	71210100
2357	62061321
2358	03040201
2359	71493700
2360	72162008
2361	71310200
2362	71840000
2363	09080156
2364	71254000
2365	72150800
2366	71253200
2367	07000000
