"gender","region_desc","term","RR","lower","upper","p","AIC"
"Men","Head and neck","(Intercept)",6.34963387607625e-05,1.01305241299026e-05,0.000397983853976592,5.70616184038341e-25,802.087823210465
"Men","Head and neck","caseTRUE",4.16914543721388,1.97631636938664,8.79503603061074,0.00017780458310126,802.087823210465
"Men","Head and neck","age_start",1.00772775771142,0.987500979475421,1.02836883686085,0.456796591833897,802.087823210465
"Men","Head and neck","diabTRUE",1.1277073630438,0.522564745175218,2.43361977325277,0.759418064055075,802.087823210465
"Men","Head and neck","htTRUE",0.598532815277606,0.331315972792239,1.08126851822137,0.0889391814583832,802.087823210465
"Men","Head and neck","smokTRUE",2.01516652109919,0.951333181491926,4.26863709451459,0.0672966488412136,802.087823210465
"Men","Chest","(Intercept)",8.53973821884437e-05,4.93450414460632e-05,0.000147790186631223,1.04690239675974e-245,6206.79492189121
"Men","Chest","caseTRUE",8.00298169608221,6.0487345131877,10.5886141784182,5.02763227975215e-48,6206.79492189121
"Men","Chest","age_start",1.02398376322477,1.01744979518239,1.03055969180277,3.96828599852875e-13,6206.79492189121
"Men","Chest","diabTRUE",0.998230274932738,0.793359700286647,1.25600491357484,0.987941667628216,6206.79492189121
"Men","Chest","htTRUE",0.67789259100747,0.568057646600576,0.808964314964921,1.62808510997748e-05,6206.79492189121
"Men","Chest","smokTRUE",3.02876819168453,2.34625320267728,3.90982386235735,1.7970257810098e-17,6206.79492189121
"Men","Abdomen","(Intercept)",5.61629623877176e-05,2.78090964807397e-05,0.000113426135449917,5.42992324773026e-164,4925.42516111076
"Men","Abdomen","caseTRUE",4.88057215732664,3.69707242966831,6.44293154543607,4.68502998484365e-29,4925.42516111076
"Men","Abdomen","age_start",1.03703241038514,1.02819408452726,1.04594671022999,8.30988833304706e-17,4925.42516111076
"Men","Abdomen","diabTRUE",1.62274358131634,1.28420503723558,2.05052671057257,5.00683768328077e-05,4925.42516111076
"Men","Abdomen","htTRUE",1.15935689075297,0.931589221089749,1.44281231438477,0.185178208959692,4925.42516111076
"Men","Abdomen","smokTRUE",1.07735430273554,0.858401887222422,1.35215487162836,0.520367853470106,4925.42516111076
"Men","Pelvis","(Intercept)",4.90714855770281e-05,2.58038184478664e-05,9.33199364117981e-05,4.34964462027383e-201,5965.38544182189
"Men","Pelvis","caseTRUE",2.74710439370106,2.22726062160299,3.38827996898733,3.6671431768065e-21,5965.38544182189
"Men","Pelvis","age_start",1.0507303416745,1.04269346696271,1.05882916302467,1.41092280319917e-36,5965.38544182189
"Men","Pelvis","diabTRUE",0.885840810203567,0.683249641347848,1.1485025289938,0.3602350421859,5965.38544182189
"Men","Pelvis","htTRUE",0.954383471820009,0.789387609478519,1.15386636469368,0.629721049033579,5965.38544182189
"Men","Pelvis","smokTRUE",1.07809620528221,0.881725274614312,1.3182013279049,0.463566117643106,5965.38544182189
"Men","Other","(Intercept)",5.69725570017173e-05,2.18837104439003e-05,0.000148323670231099,3.77069743140773e-89,2480.37256460908
"Men","Other","caseTRUE",5.69436340892762,3.71379063626607,8.73118002837538,1.50636473975039e-15,2480.37256460908
"Men","Other","age_start",1.02516610102583,1.0128491747763,1.03763280937126,5.57317434411748e-05,2480.37256460908
"Men","Other","diabTRUE",0.929144989770801,0.619046902421596,1.39457997227524,0.722812895818824,2480.37256460908
"Men","Other","htTRUE",0.993915989871701,0.730987681630913,1.35141674715858,0.968947797499413,2480.37256460908
"Men","Other","smokTRUE",1.29252610495767,0.909599360978412,1.83665886726223,0.152313895447548,2480.37256460908
"Men","Unknown primary","(Intercept)",3.84252554342578e-06,7.88805688315263e-07,1.87181745398093e-05,9.4924356667042e-54,1452.35493703475
"Men","Unknown primary","caseTRUE",7.56883981292121,3.99291482936155,14.34724720207,5.53345928674805e-10,1452.35493703475
"Men","Unknown primary","age_start",1.05191413338882,1.03126707830304,1.07297456430388,5.61372486204288e-07,1452.35493703475
"Men","Unknown primary","diabTRUE",0.925985116777689,0.529586594702122,1.61909014516518,0.787366810374815,1452.35493703475
"Men","Unknown primary","htTRUE",0.917875031130119,0.606247907335738,1.3896865664652,0.685522798122326,1452.35493703475
"Men","Unknown primary","smokTRUE",1.1185969135584,0.719036254569965,1.74018910321944,0.619141689847555,1452.35493703475
"Women","Head and neck","(Intercept)",0.000442880620433173,8.55934584485073e-05,0.00229156815848574,3.31987205622812e-20,418.807551705353
"Women","Head and neck","caseTRUE",2.9769066682904,1.09407348924659,8.09997993627874,0.0326787442268582,418.807551705353
"Women","Head and neck","age_start",0.972802875362889,0.955682992915348,0.990229439395423,0.00233593701700606,418.807551705353
"Women","Head and neck","diabTRUE",0.258192234008735,0.0346589946056593,1.92340344724068,0.186314039917189,418.807551705353
"Women","Head and neck","htTRUE",2.78252232434883,0.954414297100909,8.11223229683136,0.060861427711105,418.807551705353
"Women","Head and neck","smokTRUE",1.02468745841624,0.431776830015717,2.43177566382454,0.955893224502814,418.807551705353
"Women","Chest","(Intercept)",0.000801827635788092,0.000440762571362786,0.00145867094732129,1.40599865410182e-120,6408.16049346402
"Women","Chest","caseTRUE",3.88993867032673,3.14157968806795,4.81656502821646,1.22624098418987e-35,6408.16049346402
"Women","Chest","age_start",1.00605680526297,0.998743744771001,1.01342341387881,0.104748156962557,6408.16049346402
"Women","Chest","diabTRUE",0.814179144445053,0.619573342327822,1.06990994279825,0.140188878212888,6408.16049346402
"Women","Chest","htTRUE",0.769694001963204,0.640947827064933,0.924301217106889,0.00506558300225513,6408.16049346402
